stock,date,time,sentiment,year,month,day,open,high,low,close,adj_close,volume
GOOGL,2023-10-05,15:46:09,inconclusive,2023,10,05,135.070007,135.490005,133.449997,135.070007,135.070007,19832600
GOOGL,2023-09-20,09:30:11,inconclusive,2023,09,20,138.080002,138.080002,133.619995,133.740005,133.740005,29927500
GOOGL,2023-07-25,20:08:06,inconclusive,2023,07,25,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
GOOGL,2023-10-18,09:30:10,inconclusive,2023,10,18,139.449997,140.720001,137.380005,137.960007,137.960007,23375000
GOOGL,2023-03-16,09:30:11,inconclusive,2023,03,16,96.199997,101.190002,95.500000,100.320000,100.320000,65492000
GOOGL,2023-05-10,09:30:10,inconclusive,2023,05,10,107.970001,112.940002,107.930000,111.750000,111.750000,63153400
GOOGL,2024-02-12,10:30:10,inconclusive,2024,02,12,148.419998,149.339996,147.369995,147.529999,147.529999,21564100
GOOGL,2024-02-07,10:30:08,inconclusive,2024,02,07,144.759995,145.619995,143.929993,145.539993,145.539993,25208900
GOOGL,2023-06-15,05:00:44,inconclusive,2023,06,15,123.139999,125.459999,122.400002,125.089996,125.089996,35246300
GOOGL,2024-01-31,10:30:08,inconclusive,2024,01,31,143.619995,144.000000,139.869995,140.100006,140.100006,71910000
GOOGL,2024-02-02,03:02:11,inconclusive,2024,02,02,139.259995,142.619995,136.500000,142.380005,142.380005,62470600
GOOGL,2023-06-26,09:30:13,inconclusive,2023,06,26,120.760002,122.000000,118.269997,118.339996,118.339996,33969900
GOOGL,2024-01-24,10:30:08,inconclusive,2024,01,24,148.539993,149.850006,148.100006,148.699997,148.699997,25233500
GOOGL,2023-04-30,00:37:04,inconclusive,2023,04,30,107.040001,107.349998,105.089996,107.339996,107.339996,36139800
GOOGL,2023-08-31,09:30:13,inconclusive,2023,08,31,136.009995,138.000000,135.789993,136.169998,136.169998,30053800
GOOGL,2023-12-13,10:30:09,inconclusive,2023,12,13,133.380005,133.500000,131.570007,132.570007,132.570007,30104800
GOOGL,2023-10-25,09:30:09,inconclusive,2023,10,25,128.160004,128.309998,125.070000,125.610001,125.610001,84366200
GOOGL,2023-09-19,08:16:40,inconclusive,2023,09,19,137.419998,138.410004,136.619995,138.039993,138.039993,20353700
GOOGL,2023-04-28,19:17:37,inconclusive,2023,04,28,107.040001,107.349998,105.089996,107.339996,107.339996,36139800
GOOGL,2024-01-30,18:52:34,inconclusive,2024,01,30,152.800003,153.619995,151.190002,151.460007,151.460007,36331800
GOOGL,2023-11-22,18:52:10,inconclusive,2023,11,22,137.470001,139.419998,137.470001,138.490005,138.490005,17813900
GOOGL,2024-01-29,10:30:10,inconclusive,2024,01,29,152.059998,153.779999,151.429993,153.509995,153.509995,27784300
GOOGL,2024-01-03,10:30:09,inconclusive,2024,01,03,137.250000,139.630005,137.080002,138.919998,138.919998,24212100
GOOGL,2024-02-07,21:43:28,inconclusive,2024,02,07,144.759995,145.619995,143.929993,145.539993,145.539993,25208900
GOOGL,2023-12-15,18:26:12,inconclusive,2023,12,15,131.619995,133.509995,131.179993,132.600006,132.600006,50815200
GOOGL,2023-11-01,09:30:09,inconclusive,2023,11,01,124.070000,126.489998,123.720001,126.449997,126.449997,30082400
GOOGL,2023-11-15,10:30:11,inconclusive,2023,11,15,134.869995,135.029999,133.570007,134.619995,134.619995,23861500
GOOGL,2023-10-03,15:16:49,inconclusive,2023,10,03,133.940002,134.259995,131.839996,132.429993,132.429993,22989400
GOOGL,2023-09-10,19:16:34,inconclusive,2023,09,10,134.910004,136.660004,134.850006,136.380005,136.380005,23558300
GOOGL,2024-01-17,10:30:08,inconclusive,2024,01,17,141.350006,141.839996,138.899994,141.470001,141.470001,20968600
GOOGL,2023-11-29,10:30:10,inconclusive,2023,11,29,137.570007,138.289993,134.839996,134.990005,134.990005,23967200
GOOGL,2023-07-09,08:15:35,inconclusive,2023,07,09,120.099998,121.050003,119.400002,119.480003,119.480003,21692600
GOOGL,2023-12-18,10:30:10,inconclusive,2023,12,18,132.630005,137.149994,132.429993,135.800003,135.800003,32258000
GOOGL,2024-01-08,10:30:09,inconclusive,2024,01,08,136.289993,139.009995,136.259995,138.839996,138.839996,21404000
GOOGL,2023-11-20,10:30:10,inconclusive,2023,11,20,133.690002,136.660004,133.619995,136.250000,136.250000,27815500
GOOGL,2024-01-22,10:30:10,inconclusive,2024,01,22,147.100006,148.389999,145.839996,145.990005,145.990005,32200400
GOOGL,2023-04-28,14:32:50,inconclusive,2023,04,28,107.040001,107.349998,105.089996,107.339996,107.339996,36139800
GOOGL,2023-10-04,09:30:11,inconclusive,2023,10,04,132.789993,135.570007,132.529999,135.240005,135.240005,26752300
GOOGL,2024-01-08,01:31:02,inconclusive,2024,01,08,136.289993,139.009995,136.259995,138.839996,138.839996,21404000
GOOGL,2023-06-14,09:30:11,inconclusive,2023,06,14,123.099998,124.050003,121.449997,123.669998,123.669998,30592300
GOOGL,2023-09-27,09:30:09,inconclusive,2023,09,27,128.570007,130.899994,128.570007,130.539993,130.539993,22746500
GOOGL,2023-10-30,09:30:10,inconclusive,2023,10,30,123.209999,125.400002,122.750000,124.459999,124.459999,28940100
GOOGL,2023-08-23,09:30:09,inconclusive,2023,08,23,130.179993,133.410004,129.869995,132.369995,132.369995,27819700
GOOGL,2023-11-22,10:30:10,inconclusive,2023,11,22,137.470001,139.419998,137.470001,138.490005,138.490005,17813900
GOOGL,2023-03-13,09:30:13,inconclusive,2023,03,13,90.089996,92.570000,89.419998,91.110001,91.110001,37335600
GOOGL,2023-10-23,09:30:11,inconclusive,2023,10,23,135.039993,137.660004,133.949997,136.500000,136.500000,26317900
GOOGL,2023-07-19,09:30:10,inconclusive,2023,07,19,124.599998,125.180000,121.800003,122.029999,122.029999,37224000
GOOGL,2023-03-01,10:30:10,inconclusive,2023,03,01,89.980003,91.029999,89.669998,90.360001,90.360001,31111200
GOOGL,2023-08-09,09:30:09,inconclusive,2023,08,09,131.660004,132.039993,129.000000,129.660004,129.660004,24912900
GOOGL,2023-09-29,12:16:26,inconclusive,2023,09,29,133.279999,134.050003,130.360001,130.860001,130.860001,30848100
GOOGL,2023-03-11,04:02:03,inconclusive,2023,03,11,92.169998,92.790001,90.400002,90.629997,90.629997,35941000
GOOGL,2023-12-27,10:30:08,inconclusive,2023,12,27,141.589996,142.080002,139.889999,140.369995,140.369995,19628600
GOOGL,2023-11-08,10:30:11,inconclusive,2023,11,08,130.970001,132.210007,130.779999,131.839996,131.839996,26425800
GOOGL,2024-01-22,12:23:09,inconclusive,2024,01,22,147.100006,148.389999,145.839996,145.990005,145.990005,32200400
GOOGL,2023-07-17,09:30:11,inconclusive,2023,07,17,125.940002,127.099998,124.199997,124.650002,124.650002,25716200
GOOGL,2023-07-26,09:30:10,inconclusive,2023,07,26,130.070007,130.979996,128.320007,129.270004,129.270004,61682100
GOOGL,2023-11-27,10:30:11,inconclusive,2023,11,27,136.029999,138.419998,136.000000,136.410004,136.410004,23436500
GOOGL,2023-03-15,09:30:11,inconclusive,2023,03,15,93.220001,96.930000,92.639999,96.110001,96.110001,50622100
GOOGL,2024-01-01,14:13:57,inconclusive,2024,01,01,,,,,,
GOOGL,2023-08-02,09:30:10,inconclusive,2023,08,02,129.449997,130.089996,127.559998,128.380005,128.380005,26273300
GOOGL,2023-10-02,09:30:14,inconclusive,2023,10,02,131.210007,134.419998,131.169998,134.169998,134.169998,22288000
GOOGL,2023-11-19,12:11:25,inconclusive,2023,11,19,136.000000,136.059998,133.649994,135.309998,135.309998,37240600
GOOGL,2023-05-31,09:30:09,inconclusive,2023,05,31,122.750000,124.059998,122.500000,122.870003,122.870003,37325800
GOOGL,2023-05-24,09:30:12,inconclusive,2023,05,24,121.120003,121.910004,119.860001,120.900002,120.900002,34182600
GOOGL,2023-11-28,12:01:54,inconclusive,2023,11,28,136.080002,137.250000,135.419998,137.199997,137.199997,18730000
GOOGL,2023-06-05,09:30:11,inconclusive,2023,06,05,124.010002,127.430000,123.839996,126.010002,126.010002,32305500
GOOGL,2023-03-22,09:30:11,inconclusive,2023,03,22,104.269997,106.589996,103.330002,103.370003,103.370003,43427400
GOOGL,2023-07-12,09:30:10,inconclusive,2023,07,12,118.800003,120.330002,118.410004,118.930000,118.930000,30404400
GOOGL,2023-08-16,09:30:10,inconclusive,2023,08,16,128.699997,130.279999,127.870003,128.699997,128.699997,25216100
GOOGL,2023-12-08,18:52:51,inconclusive,2023,12,08,134.199997,136.399994,134.029999,134.990005,134.990005,32233900
GOOGL,2024-01-30,21:17:46,false,2024,01,30,152.800003,153.619995,151.190002,151.460007,151.460007,36331800
GOOGL,2024-02-15,00:14:14,inconclusive,2024,02,15,143.139999,143.520004,140.460007,142.770004,142.770004,37590700
GOOGL,2024-02-10,21:37:29,true,2024,02,10,146.679993,149.440002,146.179993,149.000000,149.000000,26829500
GOOGL,2023-07-25,20:14:52,true,2023,07,25,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
GOOGL,2023-11-14,15:30:14,inconclusive,2023,11,14,134.190002,135.699997,133.320007,133.619995,133.619995,32395200
GOOGL,2023-04-25,20:09:40,inconclusive,2023,04,25,105.830002,106.690002,103.839996,103.849998,103.849998,46664100
GOOGL,2023-12-07,17:35:53,true,2023,12,07,135.039993,138.559998,134.699997,136.929993,136.929993,56767100
GOOGL,2023-09-06,12:15:34,inconclusive,2023,09,06,136.020004,136.529999,133.669998,134.460007,134.460007,18684500
GOOGL,2023-06-28,10:09:27,false,2023,06,28,117.089996,120.389999,116.849998,120.180000,120.180000,27091400
GOOGL,2023-08-13,18:25:15,inconclusive,2023,08,13,128.660004,129.929993,128.169998,129.559998,129.559998,19569200
GOOGL,2023-10-19,15:54:41,inconclusive,2023,10,19,138.500000,139.660004,137.380005,137.750000,137.750000,26066000
GOOGL,2023-12-07,17:27:30,inconclusive,2023,12,07,135.039993,138.559998,134.699997,136.929993,136.929993,56767100
GOOGL,2023-09-02,17:03:35,inconclusive,2023,09,02,137.460007,137.460007,134.850006,135.660004,135.660004,21524600
GOOGL,2023-12-14,11:35:56,inconclusive,2023,12,14,133.380005,133.720001,129.690002,131.940002,131.940002,38722400
GOOGL,2024-01-22,11:54:59,false,2024,01,22,147.100006,148.389999,145.839996,145.990005,145.990005,32200400
GOOGL,2023-04-17,11:24:59,false,2023,04,17,104.660004,106.160004,104.519997,105.970001,105.970001,37571200
GOOGL,2023-11-18,15:45:45,inconclusive,2023,11,18,136.000000,136.059998,133.649994,135.309998,135.309998,37240600
GOOGL,2023-09-23,20:20:55,inconclusive,2023,09,23,130.759995,132.029999,129.600006,130.250000,130.250000,26397300
GOOGL,2023-04-22,00:16:55,inconclusive,2023,04,22,105.470001,106.000000,104.779999,105.410004,105.410004,25800100
GOOGL,2023-10-10,21:48:41,inconclusive,2023,10,10,138.500000,139.720001,137.330002,138.059998,138.059998,27786600
GOOGL,2023-05-30,13:56:48,inconclusive,2023,05,30,125.639999,125.660004,122.000000,123.669998,123.669998,35076700
GOOGL,2023-12-07,14:54:01,false,2023,12,07,135.039993,138.559998,134.699997,136.929993,136.929993,56767100
GOOGL,2023-06-27,09:34:17,inconclusive,2023,06,27,117.080002,119.080002,116.099998,118.330002,118.330002,39535900
GOOGL,2023-06-05,18:29:40,inconclusive,2023,06,05,124.010002,127.430000,123.839996,126.010002,126.010002,32305500
GOOGL,2024-01-14,16:47:14,inconclusive,2024,01,14,142.669998,143.199997,141.820007,142.649994,142.649994,18768600
GOOGL,2023-10-21,16:12:04,inconclusive,2023,10,21,137.330002,137.869995,135.080002,135.600006,135.600006,26315200
GOOGL,2024-02-09,22:27:57,inconclusive,2024,02,09,146.679993,149.440002,146.179993,149.000000,149.000000,26829500
GOOGL,2024-01-31,03:06:50,inconclusive,2024,01,31,143.619995,144.000000,139.869995,140.100006,140.100006,71910000
GOOGL,2024-02-01,21:08:48,inconclusive,2024,02,01,142.119995,143.059998,140.789993,141.160004,141.160004,40466500
GOOGL,2023-05-25,23:55:45,inconclusive,2023,05,25,124.519997,125.320000,121.959999,123.480003,123.480003,42317000
GOOGL,2023-11-05,20:33:54,inconclusive,2023,11,05,128.020004,129.529999,127.860001,129.100006,129.100006,26380100
GOOGL,2023-02-19,00:07:51,inconclusive,2023,02,19,,,,,,
GOOGL,2024-01-22,12:23:09,inconclusive,2024,01,22,147.100006,148.389999,145.839996,145.990005,145.990005,32200400
GOOGL,2024-01-01,23:26:27,inconclusive,2024,01,01,,,,,,
GOOGL,2023-12-24,00:41:30,inconclusive,2023,12,24,140.770004,141.990005,140.710007,141.490005,141.490005,26514600
GOOGL,2023-11-07,22:06:57,inconclusive,2023,11,07,130.710007,131.910004,129.880005,130.970001,130.970001,29757300
GOOGL,2024-02-14,21:16:43,inconclusive,2024,02,14,146.080002,146.520004,144.089996,145.940002,145.940002,22704200
GOOGL,2023-11-28,05:54:31,inconclusive,2023,11,28,136.080002,137.250000,135.419998,137.199997,137.199997,18730000
GOOGL,2024-01-22,21:48:31,inconclusive,2024,01,22,147.100006,148.389999,145.839996,145.990005,145.990005,32200400
GOOGL,2023-05-28,16:24:05,inconclusive,2023,05,28,123.169998,125.260002,122.449997,124.610001,124.610001,35635900
GOOGL,2024-02-08,21:11:37,inconclusive,2024,02,08,145.830002,146.330002,145.100006,145.910004,145.910004,22563800
GOOGL,2023-08-02,01:27:57,inconclusive,2023,08,02,129.449997,130.089996,127.559998,128.380005,128.380005,26273300
GOOGL,2024-01-01,16:55:33,inconclusive,2024,01,01,,,,,,
GOOGL,2023-05-06,14:14:19,inconclusive,2023,05,06,104.820000,105.879997,104.110001,105.570000,105.570000,26625100
GOOGL,2024-02-06,21:16:53,inconclusive,2024,02,06,144.649994,145.360001,143.190002,144.100006,144.100006,29128200
GOOGL,2023-09-25,09:01:26,inconclusive,2023,09,25,129.830002,131.169998,128.960007,131.110001,131.110001,20094600
GOOGL,2023-07-11,15:10:02,inconclusive,2023,07,11,116.290001,117.709999,115.349998,117.139999,117.139999,23078800
GOOGL,2023-10-28,08:01:16,inconclusive,2023,10,28,122.879997,123.309998,120.209999,122.169998,122.169998,44566500
GOOGL,2023-07-25,20:08:06,inconclusive,2023,07,25,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
GOOGL,2024-01-04,15:14:36,inconclusive,2024,01,04,138.419998,139.160004,136.350006,136.389999,136.389999,27137700
GOOGL,2024-02-08,15:34:39,inconclusive,2024,02,08,145.830002,146.330002,145.100006,145.910004,145.910004,22563800
GOOGL,2023-06-20,06:06:37,inconclusive,2023,06,20,122.930000,124.570000,122.139999,123.099998,123.099998,26097500
GOOGL,2023-04-04,17:50:58,inconclusive,2023,04,04,104.330002,105.580002,104.040001,104.720001,104.720001,24420100
GOOGL,2023-02-27,17:22:08,inconclusive,2023,02,27,,,,,,
GOOGL,2024-02-09,18:49:32,inconclusive,2024,02,09,146.679993,149.440002,146.179993,149.000000,149.000000,26829500
GOOGL,2023-06-24,03:11:03,inconclusive,2023,06,24,121.379997,122.790001,121.059998,122.339996,122.339996,34885300
GOOGL,2023-06-09,09:07:00,inconclusive,2023,06,09,122.250000,123.760002,121.910004,122.230003,122.230003,23762500
GOOGL,2023-09-03,11:59:21,inconclusive,2023,09,03,137.460007,137.460007,134.850006,135.660004,135.660004,21524600
GOOGL,2023-11-08,11:35:51,inconclusive,2023,11,08,130.970001,132.210007,130.779999,131.839996,131.839996,26425800
GOOGL,2023-04-08,14:36:33,inconclusive,2023,04,08,105.260002,109.169998,104.330002,108.419998,108.419998,48711500
GOOGL,2023-04-27,11:41:49,inconclusive,2023,04,27,104.449997,108.370003,103.540001,107.589996,107.589996,50089200
GOOGL,2024-02-09,23:15:02,inconclusive,2024,02,09,146.679993,149.440002,146.179993,149.000000,149.000000,26829500
GOOGL,2023-07-17,12:59:33,inconclusive,2023,07,17,125.940002,127.099998,124.199997,124.650002,124.650002,25716200
GOOGL,2023-04-03,22:27:18,inconclusive,2023,04,03,102.389999,104.529999,101.930000,104.360001,104.360001,25035400
GOOGL,2023-06-02,04:12:42,inconclusive,2023,06,02,123.989998,126.150002,123.760002,124.669998,124.669998,26963100
GOOGL,2023-03-03,18:07:33,inconclusive,2023,03,03,92.480003,93.730003,92.449997,93.650002,93.650002,35160100
GOOGL,2024-01-18,19:27:55,inconclusive,2024,01,18,142.050003,144.210007,141.990005,143.479996,143.479996,25746400
GOOGL,2023-07-10,20:25:37,false,2023,07,10,118.300003,118.309998,116.139999,116.449997,116.449997,35315200
GOOGL,2023-02-21,06:30:02,inconclusive,2023,02,21,,,,,,
GOOGL,2023-04-26,11:23:49,false,2023,04,26,104.919998,106.349998,102.629997,103.709999,103.709999,53347600
GOOGL,2023-08-01,02:38:08,inconclusive,2023,08,01,130.779999,132.630005,130.679993,131.550003,131.550003,23166800
GOOGL,2023-05-23,11:17:13,inconclusive,2023,05,23,124.160004,124.629997,122.209999,122.559998,122.559998,34046300
GOOGL,2023-11-07,02:36:03,inconclusive,2023,11,07,130.710007,131.910004,129.880005,130.970001,130.970001,29757300
GOOGL,2023-04-03,21:37:36,inconclusive,2023,04,03,102.389999,104.529999,101.930000,104.360001,104.360001,25035400
GOOGL,2023-06-26,09:32:17,inconclusive,2023,06,26,120.760002,122.000000,118.269997,118.339996,118.339996,33969900
GOOGL,2023-06-15,05:00:44,inconclusive,2023,06,15,123.139999,125.459999,122.400002,125.089996,125.089996,35246300
GOOGL,2023-07-25,10:37:20,inconclusive,2023,07,25,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
GOOGL,2023-07-26,11:01:40,true,2023,07,26,130.070007,130.979996,128.320007,129.270004,129.270004,61682100
GOOGL,2023-06-21,06:45:44,inconclusive,2023,06,21,122.400002,122.660004,120.099998,120.550003,120.550003,30306300
GOOGL,2023-04-17,12:55:53,false,2023,04,17,104.660004,106.160004,104.519997,105.970001,105.970001,37571200
GOOGL,2023-05-30,09:53:39,true,2023,05,30,125.639999,125.660004,122.000000,123.669998,123.669998,35076700
GOOGL,2023-12-12,13:16:25,false,2023,12,12,131.809998,133.000000,131.259995,132.520004,132.520004,29032800
GOOGL,2023-03-07,13:31:22,inconclusive,2023,03,07,94.980003,95.669998,93.529999,93.860001,93.860001,27835500
GOOGL,2023-04-24,11:14:29,inconclusive,2023,04,24,105.489998,106.629997,104.699997,105.970001,105.970001,23542800
GOOGL,2023-06-01,11:29:23,inconclusive,2023,06,01,122.820000,124.419998,122.620003,123.720001,123.720001,30772700
GOOGL,2023-05-09,11:47:25,inconclusive,2023,05,09,108.389999,110.150002,107.190002,107.349998,107.349998,36360100
GOOGL,2023-04-21,21:20:05,inconclusive,2023,04,21,105.470001,106.000000,104.779999,105.410004,105.410004,25800100
GOOGL,2023-12-15,19:05:28,inconclusive,2023,12,15,131.619995,133.509995,131.179993,132.600006,132.600006,50815200
GOOGL,2023-04-06,21:40:33,inconclusive,2023,04,06,105.260002,109.169998,104.330002,108.419998,108.419998,48711500
GOOGL,2023-05-12,20:58:48,inconclusive,2023,05,12,116.680000,118.029999,116.110001,117.510002,117.510002,41073800
GOOGL,2023-05-06,11:44:52,inconclusive,2023,05,06,104.820000,105.879997,104.110001,105.570000,105.570000,26625100
GOOGL,2023-03-24,21:10:47,inconclusive,2023,03,24,104.989998,105.489998,103.839996,105.440002,105.440002,30393300
GOOGL,2023-08-31,16:09:16,inconclusive,2023,08,31,136.009995,138.000000,135.789993,136.169998,136.169998,30053800
GOOGL,2023-09-28,11:19:08,inconclusive,2023,09,28,129.839996,133.300003,129.789993,132.309998,132.309998,22513100
GOOGL,2024-01-13,16:48:47,inconclusive,2024,01,13,142.669998,143.199997,141.820007,142.649994,142.649994,18768600
GOOGL,2024-01-28,05:25:53,inconclusive,2024,01,28,151.100006,152.539993,151.009995,152.190002,152.190002,26115500
GOOGL,2023-04-07,04:38:17,inconclusive,2023,04,07,105.260002,109.169998,104.330002,108.419998,108.419998,48711500
GOOGL,2023-07-23,20:53:40,inconclusive,2023,07,23,120.620003,120.989998,118.730003,120.019997,120.019997,72937900
GOOGL,2023-06-25,04:06:58,inconclusive,2023,06,25,121.379997,122.790001,121.059998,122.339996,122.339996,34885300
GOOGL,2023-07-24,00:26:03,inconclusive,2023,07,24,121.660004,123.000000,120.980003,121.529999,121.529999,29686100
GOOGL,2023-05-06,19:40:40,inconclusive,2023,05,06,104.820000,105.879997,104.110001,105.570000,105.570000,26625100
GOOGL,2023-07-08,07:07:52,inconclusive,2023,07,08,120.099998,121.050003,119.400002,119.480003,119.480003,21692600
GOOGL,2023-11-14,02:59:44,inconclusive,2023,11,14,134.190002,135.699997,133.320007,133.619995,133.619995,32395200
GOOGL,2023-12-29,18:27:54,inconclusive,2023,12,29,139.630005,140.360001,138.779999,139.690002,139.690002,18727200
GOOGL,2023-07-25,13:10:46,inconclusive,2023,07,25,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
